Qualification_Measurement,Lot,Wafer,Measurement,Temperature_C,Pressure_Torr,TMA_Pulse_s,H2O_Pulse_s,Purge_s,GPC_nm_per_cycle,Film_Thickness_nm,Thickness_Uniformity_1sigma_%,Film_Stress_MPa,Film_Density_g_cm3,Surface_Roughness_nm_RMS,Defect_Density_per_cm2,Cycle_Time_s,Throughput_cycles_per_hour,Thickness_Deviation_%,Thickness_OK,GPC_OK,Uniformity_OK,Stress_OK,Density_OK,Roughness_OK,Defectivity_OK,Qualification_OK
406,9,2,1,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10051166531632387,10.044099565884785,1.0095251811023418,50.58479172732143,2.9975524135006157,0.1901284263920527,4.917405571166506,11.991807410539558,300.20495466229494,0.44099565884785363,True,True,True,True,True,True,True,True
407,9,2,2,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10041134270222181,10.051110281051777,1.0092496742309702,50.997616279003864,3.0005655889196747,0.1860223255617269,4.692724458706044,11.991807410539558,300.20495466229494,0.5111028105177695,True,True,True,True,True,True,True,True
408,9,2,3,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10061535975761897,10.075883926655854,1.0079795855153781,52.812310633412736,3.002957892674165,0.1925111792957801,4.908215768918189,11.991807410539558,300.20495466229494,0.7588392665585353,True,True,True,True,True,True,True,True
409,9,2,4,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10086502765405488,10.11336266474896,0.9687342215870758,49.95910321436361,2.9993140182441618,0.18856590241289123,4.914155173792603,11.991807410539558,300.20495466229494,1.1336266474896028,True,True,True,True,True,True,True,True
410,9,2,5,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10114799907816421,10.135181342998305,0.9957262846366364,50.956974353053965,3.0010624728492035,0.1847351275641927,4.80355645317031,11.991807410539558,300.20495466229494,1.3518134299830464,True,True,True,True,True,True,True,True
411,9,3,1,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10046366251027451,10.065775358173068,0.9980637617566042,50.98958992287393,2.9971949067055492,0.19166776601703833,5.100124541911277,11.991807410539558,300.20495466229494,0.6577535817306845,True,True,True,True,True,True,True,True
412,9,3,2,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10033101170064777,10.01274490505051,1.0084795512793003,51.95082213031527,3.000809587267682,0.18725100470959893,4.992751364645084,11.991807410539558,300.20495466229494,0.12744905050510624,True,True,True,True,True,True,True,True
413,9,3,3,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10067433426283401,10.068553710054692,1.0182178194205975,51.425415788645125,2.9984299122327838,0.18545029734489105,4.75436925589148,11.991807410539558,300.20495466229494,0.6855371005469202,True,True,True,True,True,True,True,True
414,9,3,4,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10074868136809197,10.06098617859563,1.0169254344976917,51.85429109012019,2.9953951374687096,0.1876507319220306,4.709724610947441,11.991807410539558,300.20495466229494,0.6098617859563049,True,True,True,True,True,True,True,True
415,9,3,5,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10087286817893276,10.144957718747284,1.0215432048751196,52.31608539864784,3.000948127220035,0.18826337045562408,4.945642568461222,11.991807410539558,300.20495466229494,1.449577187472837,True,True,True,True,True,True,True,True
416,9,4,1,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10047631813898848,9.996129314484323,0.9672602293427787,51.55724630544732,2.9976695189952176,0.1897874054743796,4.644736656451829,11.991807410539558,300.20495466229494,-0.038706855156771525,True,True,True,True,True,True,True,True
417,9,4,2,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10042015583483821,10.05219283175627,1.0074186224974961,52.43910291341869,2.997765317852647,0.1869622537739877,4.861246873123449,11.991807410539558,300.20495466229494,0.5219283175627076,True,True,True,True,True,True,True,True
418,9,4,3,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10085845916262504,10.090905141468465,0.9745057379154398,52.50890855025611,2.9983206906350097,0.1836261616033,4.710778570159502,11.991807410539558,300.20495466229494,0.9090514146846473,True,True,True,True,True,True,True,True
419,9,4,4,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.1006168253099261,10.072130813394423,0.9999009245591164,51.03510450162698,2.9968571130125334,0.19111373738824936,4.843021563256188,11.991807410539558,300.20495466229494,0.721308133944234,True,True,True,True,True,True,True,True
420,9,4,5,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10023041863387896,10.027365743043879,0.9818008769300387,50.273113101596756,2.9960073475899334,0.18337472593077062,5.0962336651329565,11.991807410539558,300.20495466229494,0.2736574304387851,True,True,True,True,True,True,True,True
421,9,5,1,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10065760235660788,10.094487042186916,0.9654392209427385,51.82918050224045,2.994727059820918,0.18900808871771202,4.904412348095281,11.991807410539558,300.20495466229494,0.9448704218691617,True,True,True,True,True,True,True,True
422,9,5,2,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10056739340214013,10.054467172457597,0.9957773760858856,50.362844233089135,3.0009015593728767,0.19264058613065235,4.807494047939781,11.991807410539558,300.20495466229494,0.5446717245759736,True,True,True,True,True,True,True,True
423,9,5,3,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10074918621082195,10.102341692496266,1.0052728933645692,51.102946737709914,2.9975424984617662,0.1850798283999444,4.8336520338382805,11.991807410539558,300.20495466229494,1.0234169249626568,True,True,True,True,True,True,True,True
424,9,5,4,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10098417333943893,10.068910945164166,0.977990905791543,51.72654422954845,2.9968079064833013,0.18584481819084295,5.052099670599928,11.991807410539558,300.20495466229494,0.6891094516416629,True,True,True,True,True,True,True,True
425,9,5,5,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10057103439035708,10.045381726943827,1.0077889022766962,52.710933657316716,2.999214559457989,0.1881517616707883,4.9224964283367285,11.991807410539558,300.20495466229494,0.45381726943826806,True,True,True,True,True,True,True,True
426,9,6,1,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10086170682787408,10.099824226508238,0.9816734374628255,51.910032272760084,2.9991847045785485,0.19242818198777953,4.727309419808581,11.991807410539558,300.20495466229494,0.9982422650823785,True,True,True,True,True,True,True,True
427,9,6,2,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10061462487893327,10.070179436064821,1.002605046456594,52.05541724666448,2.996534429176145,0.1939186530043544,5.114890537698229,11.991807410539558,300.20495466229494,0.7017943606482113,True,True,True,True,True,True,True,True
428,9,6,3,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.1007840944548947,10.105285309084506,0.9834013033405425,52.70922131293427,2.997843742070467,0.1910673649899622,4.730261165226241,11.991807410539558,300.20495466229494,1.0528530908450584,True,True,True,True,True,True,True,True
429,9,6,4,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10058094401151642,10.065869526758942,1.0062129817121208,51.69524816235951,2.999499862133232,0.19421826134599926,5.01795328978067,11.991807410539558,300.20495466229494,0.6586952675894153,True,True,True,True,True,True,True,True
430,9,6,5,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10079751960688839,10.102204800947908,1.012862047559518,51.95796443802988,2.998542882822064,0.18863919630183942,4.964201169322221,11.991807410539558,300.20495466229494,1.0220480094790751,True,True,True,True,True,True,True,True
431,9,7,1,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10069204253938775,10.107072781719099,0.9999086671311054,51.81575848444406,3.0031682282007166,0.18731865725626842,4.723906883533607,11.991807410539558,300.20495466229494,1.0707278171909884,True,True,True,True,True,True,True,True
432,9,7,2,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10020883535427258,10.036133554583923,0.9707506190201819,50.92067088428993,2.9976014867246756,0.1904267197451013,4.744512716859618,11.991807410539558,300.20495466229494,0.361335545839232,True,True,True,True,True,True,True,True
433,9,7,3,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10094532081980055,10.141589097622143,0.9893762254736375,50.35548092372481,3.000749561344404,0.19252683899166284,4.781454650570599,11.991807410539558,300.20495466229494,1.41589097622143,True,True,True,True,True,True,True,True
434,9,7,4,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10097847764150618,10.0848817164077,1.059507865136158,53.25150536937837,2.995291303799686,0.19308543642897516,4.341253418856523,11.991807410539558,300.20495466229494,0.8488171640770047,True,True,True,True,True,True,True,True
435,9,7,5,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10016603782660624,10.037789602623404,1.000695544044694,51.995225870613844,2.998632334463046,0.1872423464142617,4.680233585551497,11.991807410539558,300.20495466229494,0.37789602623403695,True,True,True,True,True,True,True,True
436,9,8,1,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.1006889045132304,10.073067941888192,1.023802575396684,51.45165356475116,2.9985204337304556,0.186758126770009,4.581104962675994,11.991807410539558,300.20495466229494,0.7306794188819232,True,True,True,True,True,True,True,True
437,9,8,2,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10049324604518502,10.057609672891374,0.9941837838786614,51.82174073699057,2.9993320634126417,0.1897439851870117,4.978742957971671,11.991807410539558,300.20495466229494,0.5760967289137398,True,True,True,True,True,True,True,True
438,9,8,3,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10055669555341437,10.070394602401546,1.0065679162688987,52.69062968091628,2.9987361697126027,0.1854268792296539,4.828881555384575,11.991807410539558,300.20495466229494,0.7039460240154582,True,True,True,True,True,True,True,True
439,9,8,4,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.1008936997989226,10.13721666314282,0.9840074103064222,52.655113600625256,3.0021941488415815,0.19356751476127754,4.9310747389443055,11.991807410539558,300.20495466229494,1.3721666314281933,True,True,True,True,True,True,True,True
440,9,8,5,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10077012202548521,10.06356331485329,0.9692581152706377,51.347070551327896,2.9960707189030704,0.18908379130020747,4.965108797305087,11.991807410539558,300.20495466229494,0.6356331485329036,True,True,True,True,True,True,True,True
441,9,9,1,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10092608840887504,10.064410534419958,0.9640716612042363,52.75962661215584,2.9978734009215273,0.1889574275409767,5.101463518643954,11.991807410539558,300.20495466229494,0.644105344199577,True,True,True,True,True,True,True,True
442,9,9,2,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10080142722076554,10.055858077592879,1.0477914428457633,52.08054620212057,2.9973444108677647,0.19295957596320498,4.828241861910417,11.991807410539558,300.20495466229494,0.5585807759287853,True,True,True,True,True,True,True,True
443,9,9,3,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.1007480482730497,10.085509298830907,1.0254188596934222,52.10802978656022,2.9969671935126447,0.1939628987853803,4.816286356360096,11.991807410539558,300.20495466229494,0.8550929883090674,True,True,True,True,True,True,True,True
444,9,9,4,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.1006536144662852,10.053933285847021,1.011512483047599,51.533753068740836,2.99724630136758,0.19113978449684776,4.634541648313191,11.991807410539558,300.20495466229494,0.539332858470214,True,True,True,True,True,True,True,True
445,9,9,5,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10060717372299088,10.035409096578773,0.9362835376969483,51.27853639542236,3.0025453247277833,0.1948665423381226,4.892293584685206,11.991807410539558,300.20495466229494,0.35409096578773,True,True,True,True,True,True,True,True
446,9,10,1,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10019682938254784,9.979828729945607,1.0145759272451604,52.02862123823413,2.994244008244887,0.1916516512243416,5.109366329514001,11.991807410539558,300.20495466229494,-0.20171270054392562,True,True,True,True,True,True,True,True
447,9,10,2,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10058131905292571,10.03143196642379,0.964179894758138,51.66725635608616,2.9972251207598135,0.18747201807080233,5.105917422105485,11.991807410539558,300.20495466229494,0.31431966423790314,True,True,True,True,True,True,True,True
448,9,10,3,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10055565428553456,10.082717342026632,0.9883440098581213,51.84265055319707,3.00379432103378,0.1899103817549105,4.749800431909048,11.991807410539558,300.20495466229494,0.8271734202663161,True,True,True,True,True,True,True,True
449,9,10,4,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.1006008550941193,10.06566115375949,0.9828257283595634,52.93434335203071,2.99755659766397,0.18829163977857388,5.033090854311372,11.991807410539558,300.20495466229494,0.6566115375949089,True,True,True,True,True,True,True,True
450,9,10,5,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10067225756640549,10.018394723702839,1.0028402958795937,52.076038265300376,2.9985650210535186,0.18653900203011423,4.858343743136657,11.991807410539558,300.20495466229494,0.1839472370283879,True,True,True,True,True,True,True,True
